"","IdOrig","current_b","current_f","b_mey","f_mey","current_b_mey","current_f_mey"
"1","ABARES-BGRDRSE-1960-2011-CHING",1.72,0.778,1.25037461226575,0.771797267576988,1.37558775036488,1.00803673799272
"2","ADFG-HERRTOG-1990-2010-HIVELY",2.46,0.208,1.37265286486782,0.673633928365265,1.79215012255621,0.308773046073796
"3","AFSC-ALPLAICBSAI-1972-2010-STACHURA",1.69,0.177,1.27076179617434,0.754904362958134,1.32991092830127,0.234466786370681
"4","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA",2.50011387690351,0.0897,1.26700501416507,0.758000625609724,1.97324702661183,0.118337633201617
"5","AFSC-ARFLOUNDGA-1958-2010-STACHURA",2.50011387690351,0.0293316736078165,1.21861228954714,0.798566812155242,2.05160730639981,0.0367303939524529
"6","AFSC-ATKABSAI-1976-2011-STACHURA",1.56,0.671,1.29583339076433,0.734429062331417,1.20385846754563,0.913634868791734
"7","AFSC-BKINGCRABPI-1960-2008-JENSEN",0.0819,0,1.29644502763722,0.733933588723059,0.0631727518360446,0
"8","AFSC-DSOLEGA-1978-2009-STACHURA",2.50011387690351,0.0483,1.26460505747644,0.759982525176689,1.97699183798345,0.0635540928901894
"9","AFSC-DUSROCKGA-1973-2010-STACHURA",1.59,0.546,1.29251118431646,0.737123630718876,1.23016343633488,0.740716994064505
"10","AFSC-FLSOLEBSAI-1974-2010-STACHURA",2.04,0.166,1.21689362476728,0.800031405868488,1.67639961166707,0.207491854422635
"11","AFSC-FLSOLEGA-1978-2010-STACHURA",2.50011387690351,0.0513531052841694,1.21754533345843,0.799475842018723,2.05340516545856,0.0642334672108413
"12","AFSC-GHALBSAI-1960-2009-STANTON",1.46,0.0927188650898693,1.21859671951275,0.798580072932958,1.19809940123897,0.11610465654288
"13","AFSC-NROCKBSAI-1974-2011-STACHURA",1.6,0.29,1.29119613726474,0.738191790209365,1.23916108004275,0.392851835859283
"14","AFSC-NROCKGA-1959-2010-STACHURA",1.62,0.364065328370655,1.29406915724132,0.735859293823722,1.25186508845748,0.494748563246207
"15","AFSC-NRSOLEEBSAI-1975-2012-HIVELY",2.33,0.231,1.26778289701261,0.757358899129343,1.83785410379837,0.305007309302837
"16","AFSC-PCODBSAI-1964-2013-CHING",1.18,0.774,1.239509752532,0.78089147835459,0.951989282528489,0.991174857780353
"17","AFSC-PCODGA-1977-2014-HIVELY",1.46,0.56973022674463,1.25522803027322,0.76775553338745,1.16313527485696,0.742072446200285
"18","AFSC-PERCHEBSAI-1960-2011-STACHURA",1.64,0.391,1.29310279592849,0.736643376335312,1.26826730648465,0.530786012011898
"19","AFSC-POPERCHGA-1959-2010-STACHURA",1.35,0.530590364113063,1.29278052953818,0.736904961388507,1.04426077679423,0.720025501135591
"20","AFSC-REXSOLEGA-1979-2011-HIVELY",2.50011387690351,0.577,1.26076496426924,0.763160060972117,1.98301344640602,0.756066819410092
"21","AFSC-REYEROCKBSAI-1974-2011-STACHURA",0.886,0.368,1.28953859881798,0.73953940074242,0.687067452507528,0.497607023548126
"22","AFSC-REYEROCKGA-1974-2010-STACHURA",1.54,0.179,1.28507060402054,0.743178984735479,1.19837773518582,0.240857187402456
"23","AFSC-RKCRABBB-1960-2008-JENSEN",1.11,1.05,1.29561235253423,0.734608167265342,0.856737740905932,1.42933341444969
"24","AFSC-RKCRABPI-1981-2009-JENSEN",2.50011387690351,0,1.2981201773718,0.732577557819817,1.92594947716265,0
"25","AFSC-SABLEFEBSAIGA-1958-2010-STACHURA",1.1,0.585,1.29400247107882,0.735913386109511,0.850075656411164,0.794930505467047
